text,x,y,width,paragraph_height,para_line_count,Avg_line_height,file_name
MetLife Estate Resolution Services—ERS3,72,403.2340088,494.5999756,38.8500061,1,38.8500061,Sample documents\MetLife-Summary
Personal service and compassion to help your beneficiaries and others manage your estate during their time of need,72,442.0840149,482.2999878,23.14797974,2,11.57398987,Sample documents\MetLife-Summary
MetLife Estate Resolution Services—is a valuable service offered under the plan.  When your estate representative uses a participating Hyatt Legal plan attorney there will be no charge for the services.  A Hyatt Legal Plan attorney will consult face-to-face with your beneficiaries or by telephone regarding the probate process for your estate.  The attorney will also handle the probate of your estate for your executor or administrator. This can help alleviate the financial and administrative burden upon your loved ones in their time of need.,72,465.2319946,490.0999756,80.44403076,6,13.40733846,Sample documents\MetLife-Summary
Transition Solutions4,72,545.6760254,494.5999756,39.04998779,1,39.04998779,Sample documents\MetLife-Summary
Assistance identifying solutions for your financial situations,72,584.7260132,494.5999756,11.89898682,1,11.89898682,Sample documents\MetLife-Summary
"Transition Solutions is a service designed to help provide assistance in making financial decisions based on the major events in your life including changes in employment, retirement or your benefits status. Contact your employer or plan administrator for more information.",72,596.625,487.5999756,34.54998779,3,11.5166626,Sample documents\MetLife-Summary
Delivering The Promise®,72,631.1749878,494.5999756,43.84997559,1,43.84997559,Sample documents\MetLife-Summary
For support when beneficiaries need it most,72,675.0250244,494.5999756,11.69897461,1,11.69897461,Sample documents\MetLife-Summary
Delivering The Promise® is a service designed to provide beneficiaries with the support and assistance they need during an especially difficult time.  Services include assistance filing life insurance claims and consultation to help with the financial details and questions that arise upon the loss of a loved one.,72,686.723999,486.7999878,38.15002441,3,12.7166748,Sample documents\MetLife-Summary
Total Control Account®5,72,72,494.5999756,17.5,1,17.5,Sample documents\MetLife-Summary
For immediate access to death proceeds,72,89.5,494.5999756,11.9489975,1,11.9489975,Sample documents\MetLife-Summary
"The Total Control Account® settlement option provides your loved ones with a safe and convenient way to manage the proceeds of a life policy for claim payments of $5,000 or more, backed by the financial strength and claims paying ability of Metropolitan Life Insurance Company.  They'll have the convenience of immediate access to any or all of their proceeds, through an interest bearing account with unlimited draft- writing privileges.  The Total Control Account gives beneficiaries time to decide what to do with their proceeds, which can be very helpful to them during a difficult time.",72,101.4489975,486.0999756,89.09999847,6,14.84999975,Sample documents\MetLife-Summary
What’s Not Covered?,72,190.548996,494.5999756,44.49900818,1,44.49900818,Sample documents\MetLife-Summary
"Like most insurance plans, this plan has exclusions.  Supplemental and Dependent Life Insurance do not provide payment of benefits for death caused by suicide within the first two years (one year in North Dakota or Colorado) of the effective date of the certificate, or payment of increased benefits for death caused by suicide within two years (one year in North Dakota or Colorado) of an increase in coverage.",72,235.0480042,486.5999756,57.34597778,4,14.33649445,Sample documents\MetLife-Summary
Please note that a reduction schedule may apply.  Please see your plan administrator or certificate for specific details.,72,292.3940125,462.5499878,34.44998169,2,17.22499084,Sample documents\MetLife-Summary
Additional Coverage Information,72,326.8439941,494.5999756,65.14801025,1,65.14801025,Sample documents\MetLife-Summary
How To Apply*,72,391.9920044,494.5999756,32.64898682,1,32.64898682,Sample documents\MetLife-Summary
Complete your enrollment form and return it to your Human Resources Manager today!  Be sure to indicate your Beneficiary.,72,424.6409912,485.8499756,23,2,11.5,Sample documents\MetLife-Summary
Act Now During the Enrollment Period.,72,447.6409912,494.5999756,23.34899902,1,23.34899902,Sample documents\MetLife-Summary
"Note: If you do not wish to make a change to your coverage, you do not need to do anything.",72,470.9899902,494.5999756,23.24899292,1,23.24899292,Sample documents\MetLife-Summary
*Coverage will either be approved by MetLife based upon its underwriting rules and your answers or you will be asked to submit a Statement of Health to complete your application for coverage.,72,494.2390137,469.0999756,24.75,2,12.375,Sample documents\MetLife-Summary
*All applications are subject to review and approval by Metropolitan Life Insurance Company based upon its underwriting rules.,72,518.9890137,494.5999756,19.84899902,1,19.84899902,Sample documents\MetLife-Summary
For Employee Coverage,90,538.8380127,476.5999756,28.14898682,1,28.14898682,Sample documents\MetLife-Summary
Enrollment in this Supplemental Term Life insurance plan is available without providing a Statement of Health form as long as:,90,566.9869995,464.1500244,23.04803467,2,11.52401733,Sample documents\MetLife-Summary
For Annual Enrollment,90,590.0349731,476.5999756,23.39898682,1,23.39898682,Sample documents\MetLife-Summary
"• Your enrollment takes place before the enrollment deadline, and",90,613.434021,476.5999756,11.54901123,1,11.54901123,Sample documents\MetLife-Summary
• You are enrolling for coverage only one increment more than your current coverage,90,624.9829712,476.5999756,11.54901123,1,11.54901123,Sample documents\MetLife-Summary
For New Hires,90,636.5319824,476.5999756,23.34899902,1,23.34899902,Sample documents\MetLife-Summary
"• Your enrollment takes place within 31 days from the date you become eligible for benefits, and",90,659.8809814,476.5999756,11.54901123,1,11.54901123,Sample documents\MetLife-Summary
"• You are enrolling for coverage up to 3 times your basic annual earnings or $500,000",90,671.4299927,476.5999756,11.54901123,1,11.54901123,Sample documents\MetLife-Summary
"If you do not meet all of the conditions stated above, you will need to provide additional medical information by completing a Statement of Health form.",90,682.9790039,434.2000122,34.5,2,17.25,Sample documents\MetLife-Summary
For Dependent Coverage†,90,72,476.5999756,16.09899902,1,16.09899902,Sample documents\MetLife-Summary
You must be covered in order to obtain coverage for your spouse/domestic partner and child(ren).,90,88.09899902,476.5999756,11.54899597,1,11.54899597,Sample documents\MetLife-Summary
Your spouse/domestic partner do not need to provide a Statement of Health form as long as they are not home or hospital confined and not receiving or applying to receive disability payments and:,90,99.64800262,474.6500244,34.59799957,2,17.29899979,Sample documents\MetLife-Summary
†,90,134.2460022,476.5999756,12.59899902,1,12.59899902,Sample documents\MetLife-Summary
A domestic partner declaration may be required for those partners not registered with a government agency where such registration is available.,90,146.8450012,439,18.39801025,2,9.199005127,Sample documents\MetLife-Summary
For Annual Enrollment,90,165.2429962,476.5999756,23.14900208,1,23.14900208,Sample documents\MetLife-Summary
"• The enrollment takes place prior to the enrollment deadline, and",90,188.3919983,476.5999756,11.54899597,1,11.54899597,Sample documents\MetLife-Summary
• Your child(ren) is/are continuing coverage  s/he/they had in the last year,90,199.9409943,476.5999756,11.54899597,1,11.54899597,Sample documents\MetLife-Summary
• Your spouse/domestic partner is/are enrolling for coverage only one increment more than their current coverage,90,211.4900055,472.5999756,23.04798889,2,11.52399445,Sample documents\MetLife-Summary
